📺央视频道,#genre#
CCTV1,http://123.14.180.161:8899/hls/1/index.m3u8
CCTV2,http://123.14.180.161:8899/hls/2/index.m3u8
CCTV3,http://123.14.180.161:8899/hls/3/index.m3u8
CCTV4,http://123.14.180.161:8899/hls/4/index.m3u8
CCTV5,http://123.14.180.161:8899/hls/5/index.m3u8
CCTV6,http://123.14.180.161:8899/hls/6/index.m3u8
CCTV7,http://123.14.180.161:8899/hls/7/index.m3u8
CCTV8,http://123.14.180.161:8899/hls/8/index.m3u8
CCTV9,http://123.14.180.161:8899/hls/9/index.m3u8
CCTV10,http://123.14.180.161:8899/hls/10/index.m3u8
CCTV11,http://123.14.180.161:8899/hls/11/index.m3u8
CCTV12,http://123.14.180.161:8899/hls/12/index.m3u8
CCTV13,http://123.14.180.161:8899/hls/13/index.m3u8
CCTV14,http://123.14.180.161:8899/hls/14/index.m3u8
CCTV15,http://123.14.180.161:8899/hls/15/index.m3u8
CCTV17,http://123.14.180.161:8899/hls/17/index.m3u8
CCTV5+,http://123.14.180.161:8899/hls/18/index.m3u8
CCTV1,http://114.252.112.253:8899/hls/1/index.m3u8
CCTV2,http://114.252.112.253:8899/hls/2/index.m3u8
CCTV3,http://114.252.112.253:8899/hls/3/index.m3u8
CCTV4,http://114.252.112.253:8899/hls/4/index.m3u8
CCTV5,http://114.252.112.253:8899/hls/5/index.m3u8
CCTV6,http://114.252.112.253:8899/hls/6/index.m3u8
CCTV7,http://114.252.112.253:8899/hls/7/index.m3u8
CCTV8,http://114.252.112.253:8899/hls/8/index.m3u8
CCTV9,http://114.252.112.253:8899/hls/9/index.m3u8
CCTV10,http://114.252.112.253:8899/hls/10/index.m3u8
CCTV11,http://114.252.112.253:8899/hls/11/index.m3u8
CCTV12,http://114.252.112.253:8899/hls/12/index.m3u8
CCTV13,http://114.252.112.253:8899/hls/13/index.m3u8
CCTV14,http://114.252.112.253:8899/hls/14/index.m3u8
CCTV15,http://114.252.112.253:8899/hls/15/index.m3u8
CCTV1,http://221.11.56.114:8888/hls/1/index.m3u8
CCTV2,http://221.11.56.114:8888/hls/2/index.m3u8
CCTV3,http://221.11.56.114:8888/hls/3/index.m3u8
CCTV4,http://221.11.56.114:8888/hls/4/index.m3u8
CCTV5,http://221.11.56.114:8888/hls/5/index.m3u8
CCTV6,http://221.11.56.114:8888/hls/6/index.m3u8
CCTV7,http://221.11.56.114:8888/hls/7/index.m3u8
CCTV8,http://221.11.56.114:8888/hls/8/index.m3u8
CCTV9,http://221.11.56.114:8888/hls/9/index.m3u8
CCTV10,http://221.11.56.114:8888/hls/10/index.m3u8
CCTV11,http://221.11.56.114:8888/hls/11/index.m3u8
CCTV12,http://221.11.56.114:8888/hls/12/index.m3u8
CCTV13,http://221.11.56.114:8888/hls/13/index.m3u8
CCTV14,http://221.11.56.114:8888/hls/14/index.m3u8
CCTV15,http://221.11.56.114:8888/hls/15/index.m3u8
CCTV5+,http://221.11.56.114:8888/hls/16/index.m3u8
CCTV1,http://61.52.80.55:8888/hls/1/index.m3u8
CCTV2,http://61.52.80.55:8888/hls/2/index.m3u8
CCTV3,http://61.52.80.55:8888/hls/3/index.m3u8
CCTV4,http://61.52.80.55:8888/hls/4/index.m3u8
CCTV5,http://61.52.80.55:8888/hls/5/index.m3u8
CCTV6,http://61.52.80.55:8888/hls/6/index.m3u8
CCTV7,http://61.52.80.55:8888/hls/7/index.m3u8
CCTV8,http://61.52.80.55:8888/hls/8/index.m3u8
CCTV9,http://61.52.80.55:8888/hls/9/index.m3u8
CCTV10,http://61.52.80.55:8888/hls/10/index.m3u8
CCTV11,http://61.52.80.55:8888/hls/11/index.m3u8
CCTV12,http://61.52.80.55:8888/hls/12/index.m3u8
CCTV13,http://61.52.80.55:8888/hls/13/index.m3u8
CCTV14,http://61.52.80.55:8888/hls/14/index.m3u8
CCTV15,http://61.52.80.55:8888/hls/15/index.m3u8
CCTV1,http://222.142.185.208:8888/hls/1/index.m3u8
CCTV2,http://222.142.185.208:8888/hls/2/index.m3u8
CCTV3,http://222.142.185.208:8888/hls/21/index.m3u8
CCTV5+,http://222.142.185.208:8888/hls/3/index.m3u8
CCTV6,http://222.142.185.208:8888/hls/23/index.m3u8
CCTV7,http://222.142.185.208:8888/hls/4/index.m3u8
CCTV14,http://222.142.185.208:8888/hls/8/index.m3u8
CCTV9,http://222.142.185.208:8888/hls/5/index.m3u8
CCTV10,http://222.142.185.208:8888/hls/6/index.m3u8
CCTV12,http://222.142.185.208:8888/hls/7/index.m3u8
CCTV1,http://27.129.145.110:4433/hls/1/index.m3u8
CCTV2,http://27.129.145.110:4433/hls/2/index.m3u8
CCTV3,http://27.129.145.110:4433/hls/3/index.m3u8
CCTV4,http://27.129.145.110:4433/hls/4/index.m3u8
CCTV5,http://27.129.145.110:4433/hls/5/index.m3u8
CCTV6,http://27.129.145.110:4433/hls/6/index.m3u8
CCTV7,http://27.129.145.110:4433/hls/7/index.m3u8
CCTV8,http://27.129.145.110:4433/hls/8/index.m3u8
CCTV9,http://27.129.145.110:4433/hls/9/index.m3u8
CCTV10,http://27.129.145.110:4433/hls/10/index.m3u8
CCTV11,http://27.129.145.110:4433/hls/11/index.m3u8
CCTV12,http://27.129.145.110:4433/hls/12/index.m3u8
CCTV13,http://27.129.145.110:4433/hls/13/index.m3u8
CCTV14,http://27.129.145.110:4433/hls/14/index.m3u8
CCTV15,http://27.129.145.110:4433/hls/15/index.m3u8
CCTV16,http://27.129.145.110:4433/hls/16/index.m3u8
CCTV17,http://27.129.145.110:4433/hls/17/index.m3u8
CCTV1,http://182.117.199.119:8888/hls/1/index.m3u8
CCTV2,http://182.117.199.119:8888/hls/2/index.m3u8
CCTV3,http://182.117.199.119:8888/hls/3/index.m3u8
CCTV4,http://182.117.199.119:8888/hls/4/index.m3u8
CCTV5,http://182.117.199.119:8888/hls/5/index.m3u8
CCTV6,http://182.117.199.119:8888/hls/6/index.m3u8
CCTV7,http://182.117.199.119:8888/hls/7/index.m3u8
CCTV8,http://182.117.199.119:8888/hls/8/index.m3u8
CCTV9,http://182.117.199.119:8888/hls/9/index.m3u8
CCTV10,http://182.117.199.119:8888/hls/10/index.m3u8
CCTV11,http://182.117.199.119:8888/hls/11/index.m3u8
CCTV12,http://182.117.199.119:8888/hls/12/index.m3u8
CCTV13,http://182.117.199.119:8888/hls/13/index.m3u8
CCTV14,http://182.117.199.119:8888/hls/14/index.m3u8
CCTV15,http://182.117.199.119:8888/hls/15/index.m3u8
