📺其他频道,#genre#
古装剧场,http://111.43.126.240:7777/hls/81/index.m3u8
军旅剧场,http://111.43.126.240:7777/hls/82/index.m3u8
家庭剧场,http://111.43.126.240:7777/hls/83/index.m3u8
超级电视剧,http://111.43.126.240:7777/hls/84/index.m3u8
超级综艺,http://111.43.126.240:7777/hls/87/index.m3u8
金牌综艺,http://111.43.126.240:7777/hls/90/index.m3u8
军事评论,http://111.43.126.240:7777/hls/91/index.m3u8
农业致富,http://111.43.126.240:7777/hls/92/index.m3u8
怡伴健康,http://111.43.126.240:7777/hls/93/index.m3u8
中国功夫,http://111.43.126.240:7777/hls/96/index.m3u8
炫舞未来,http://111.43.126.240:7777/hls/102/index.m3u8
📺港澳地区,#genre#
英语频道,http://124.93.18.238:81/hls/63/index.m3u8
📺CGTN,#genre#
俄语频道,http://124.93.18.238:81/hls/64/index.m3u8
西班牙语,http://124.93.18.238:81/hls/65/index.m3u8
阿拉伯语,http://124.93.18.238:81/hls/66/index.m3u8
法语频道,http://124.93.18.238:81/hls/67/index.m3u8
